x,tnldy,date,weekday,in_field,present,n_events,z,pct,extremum,out_degree,carried,text
27.41,19351.0,2022-10-31,Mon,1,1,95119,0.072,57.74,,1,0,the court without
27.718,19381.8,2022-12-01,Thu,1,1,106419,-0.3711,27.43,,3,0,4S = fourth seal
28.28,19438.0,2023-01-26,Thu,1,1,117787,0.1939,64.8,,4,0,TWO WITNESSES (begin)
29.217,19531.7,2023-04-30,Sun,1,1,94591,0.5474,78.72,max,4,0,Star fall
29.528,19562.8,2023-05-31,Wed,1,1,166011,0.088,58.61,,4,0,5T = fifth trumpet
29.88,19598.0,2023-07-05,Wed,1,1,140945,-0.1018,40.59,,2,0,Baby girl's uterus forms
30.42,19652.0,2023-08-28,Mon,1,1,132048,-0.269,31.79,max,1,0,ca. 1000yG ends
30.538,19663.8,2023-09-09,Sat,1,1,98527,-0.2273,33.8,min,1,0,Abaddon Apollyon
30.638,19673.8,2023-09-19,Tue,1,1,167824,0.0443,55.79,,1,0,Abaddon Apollyon
31.028,19712.8,2023-10-28,Sat,1,1,104221,1.0107,89.14,max,2,0,end of 5T || 5T = fifth trumpet
31.318,19741.8,2023-11-26,Sun,1,1,83444,1.1804,91.61,max,5,0,5S = fifth seal
31.5,19760.0,2023-12-14,Thu,1,1,157574,0.3965,73.62,,1,0,Tidings
31.63,19773.0,2023-12-27,Wed,1,1,108687,0.0,52.62,,1,0,Tidings
32.13,19823.0,2024-02-15,Thu,1,1,156488,0.0,52.62,,2,0,tabernacles 1
32.4,19850.0,2024-03-13,Wed,1,1,154952,-0.8901,13.54,,2,0,tabernacles 2 (Time of Baby's Heart Quickening for First-time Mothers)
32.68,19878.0,2024-04-10,Wed,1,1,148167,-1.1986,8.67,,2,0,tabernacles 3
33.128,19922.8,2024-05-25,Sat,1,1,87437,-0.0203,45.9,,9,0,6T = sixth trumpet
33.39,19949.0,2024-06-20,Thu,1,1,137191,-1.1615,9.08,min,1,1,6T = sixth trumpet  [carried from 33.128]
33.485,19958.5,2024-06-29,Sat,1,1,76871,-1.8702,3.58,min,1,1,6T = sixth trumpet  [carried from 33.128]
33.504,19960.4,2024-07-01,Mon,1,1,117734,-0.4285,25.45,,3,0,"day, month, year 1"
33.565,19966.5,2024-07-07,Sun,1,1,69123,-0.8721,13.92,,1,1,"day, month, year 1  [carried from 33.504]"
33.61,19971.0,2024-07-12,Fri,1,1,132641,-0.3817,27.05,,1,1,"day, month, year 1  [carried from 33.504]"
34.0,20010.0,2024-08-20,Tue,1,1,147425,1.0974,90.65,max,2,0,"day, month, year 2"
34.1,20020.0,2024-08-30,Fri,1,1,132571,-0.3787,27.17,,1,1,"day, month, year 2  [carried from 34]"
34.24,20034.0,2024-09-13,Fri,1,1,146141,0.8303,85.62,max,1,1,"day, month, year 2  [carried from 34]"
34.3,20040.0,2024-09-19,Thu,1,1,144671,-0.7635,16.27,,2,0,"day, month, year 3"
34.8,20090.0,2024-11-08,Fri,1,1,129191,-1.8005,3.9,,1,1,"day, month, year 3  [carried from 34.3]"
34.918,20101.8,2024-11-20,Wed,1,1,146393,0.0063,53.14,,4,0,6S = sixth seal
34.92,20102.0,2024-11-20,Wed,1,1,146393,0.0063,53.14,,2,0,"Baby poised to gain more weight, can swallow"
35.418,20151.8,2025-01-09,Thu,1,1,140097,0.1282,61.05,max,1,0,SEVEN THUNDERS ANGEL
36.52,20262.0,2025-04-29,Tue,1,1,145941,0.1139,60.26,,2,0,10H vs LAMB war || 10H = ten horns
36.68,20278.0,2025-05-15,Thu,1,1,154382,0.4256,74.75,,1,0,TWO WITNESSES VS BEAST WAR || TWO WITNESSES BODIES LAY IN JERUSALEM
36.7033,20280.33,2025-05-17,Sat,1,1,90503,0.0909,58.82,,1,0,TWO WITNESSES BODIES LAY IN JERUSALEM
36.715,20281.5,2025-05-18,Sun,1,1,81239,1.4448,94.46,max,1,0,come up hither
36.728,20282.8,2025-05-20,Tue,1,1,147582,-0.0665,42.84,,4,0,"7T, 1V || 7T = seventh trumpet || 1V = first vial"
36.928,20302.8,2025-06-09,Mon,1,1,118686,-1.1132,9.8,,2,0,2V = second vial
37.112,20321.2,2025-06-27,Fri,1,0,,,,,1,0,end of one week covenant
37.128,20322.8,2025-06-29,Sun,1,0,,,,,1,0,3V = third vial
37.328,20342.8,2025-07-19,Sat,1,1,82720,-0.2876,30.89,,2,0,4V = fourth vial
37.44,20354.0,2025-07-30,Wed,1,1,131027,-1.0332,10.94,,2,0,Baby's Lanugo-Hair becomes visible
37.528,20362.8,2025-08-08,Fri,1,1,134074,0.6758,82.21,,1,0,5V = fifth vial
37.728,20382.8,2025-08-28,Thu,1,1,138975,0.035,55.06,,1,0,6V = sixth vial
37.928,20402.8,2025-09-17,Wed,1,1,136649,-0.8327,14.81,,1,0,7V = seventh vial
38.128,20422.8,2025-10-07,Tue,1,1,138115,-0.1633,37.08,,1,0,end of vials
38.3478,20444.78,2025-10-29,Wed,1,1,141855,1.0619,90.07,,1,0,Babylon comes into remembrance
38.518,20461.8,2025-11-15,Sat,1,1,75959,-0.2637,32.09,,1,0,end of seals
39.74,20584.0,2026-03-17,Tue,1,1,133392,0.2025,65.22,,1,0,MARRIAGE SUPPER
39.8,20590.0,2026-03-23,Mon,1,1,100882,-1.7563,4.12,,1,0,MARRIAGE SUPPER
39.88,20598.0,2026-03-31,Tue,1,1,120412,-0.1137,39.98,,2,0,LIGHT OF SEVEN DAYS
40.1739,20627.39,2026-04-29,Wed,1,1,122914,0.0,52.62,,2,1,LIGHT OF SEVEN DAYS  [carried from 39.88]
42.28,20838.0,2026-11-26,Thu,0,,,,,,2,0,sanctuary cleansed (end) || land cleansed (end)
42.86,20896.0,2027-01-23,Sat,0,,,,,,1,0,Baby is now completely covered in Lanugo-Hair || land cleansed (end)
45.0,21110.0,2027-08-25,Wed,0,,,,,,1,0,Baby responds to voice || land cleansed (end)
47.52,21362.0,2028-05-03,Wed,0,,,,,,1,0,Baby has fingernails || land cleansed (end)
50.04,21614.0,2029-01-10,Wed,0,,,,,,1,0,"Baby has grown, lungs and CNS ie Central Nervous System continue to mature || land cleansed (end)"
52.56,21866.0,2029-09-19,Wed,0,,,,,,1,0,Baby's eyelids partially open and eyelashes have formed || land cleansed (end)
55.08,22118.0,2030-05-29,Wed,0,,,,,,1,0,Baby's bones are fully developed || land cleansed (end)
57.6,22370.0,2031-02-05,Wed,0,,,,,,1,0,Baby's eyes are open a good part of the time || land cleansed (end)
60.12,22622.0,2031-10-15,Wed,0,,,,,,1,0,"Baby's CNS has matured to control body temperature, sexual development continues || land cleansed (end)"
62.64,22874.0,2032-06-23,Wed,0,,,,,,1,0,Baby practises breathing || land cleansed (end)
65.16,23126.0,2033-03-02,Wed,0,,,,,,2,0,Baby detects light || land cleansed (end)
67.48,23358.0,2033-10-20,Thu,0,,,,,,1,0,land cleansed (end)
67.68,23378.0,2033-11-09,Wed,0,,,,,,1,0,Baby's fingernails have reached fingertips and Mother is anxious to deliver
70.2,23630.0,2034-07-19,Wed,0,,,,,,2,0,Baby gaining weight rapidly and protective coating thickens
72.0,23810.0,2035-01-15,Mon,0,,,,,,2,0,Twenty YJ
72.72,23882.0,2035-03-28,Wed,0,,,,,,2,0,Mother's uterus crowded due to rapid weight gain
73.043,23914.3,2035-04-29,Sun,0,,,,,,2,0,Twenty YG
75.24,24134.0,2035-12-05,Wed,0,,,,,,2,0,Baby's organs are ready to function on their own
75.6,24170.0,2036-01-10,Thu,0,,,,,,1,0,One and Twenty YJ
76.695,24279.5,2036-04-28,Mon,0,,,,,,1,0,One and Twenty YG
77.76,24386.0,2036-08-13,Wed,0,,,,,,1,0,Baby develops firm grasp and sheds most of the Lanugo
80.28,24638.0,2037-04-22,Wed,0,,,,,,1,0,Baby's Chest is becoming more prominent
82.8,24890.0,2037-12-30,Wed,0,,,,,,3,0,Due date for delivery arrives
85.68,25178.0,2038-10-14,Thu,0,,,,,,1,0,Circumcision and Mother's separation fulfilled for male-child
87.84,25394.0,2039-05-18,Wed,0,,,,,,1,0,Mother's separation fulfilled for female-child
97.2,26330.0,2041-12-09,Mon,0,,,,,,1,0,Dedication for male-child
111.6,27770.0,2045-11-18,Sat,0,,,,,,1,0,Dedication for female-child
183.6,34970.0,2065-08-05,Wed,0,,,,,,1,0,The Infant can now stand on two feet
212.4,37850.0,2073-06-24,Sat,0,,,,,,0,0,The Infant is now called a Toddler
